Index,Query(한글),LLM Output
2WPVOJ,전체 공간 공기청정 해줘,<function_EF>(action=1)<end>
2WQHBC,엘이디 밝기 일단계로 해줘,<function_WN>(brightness=1)<end>
2WSWGS,집에 있는 간식이 다 떨어져서 마트에 가야겠어,<function_MR>()<end>
2WTFMP,고정 공기 청정 실행해줘 풍속 터보로 조정해줘,<function_PG>();<function_NK>(speed=4)<end>
2WUUEO,내일 아침에는 일찍 일어나서 하루를 좀 길게 써야겠어,<function_MR>()<end>
2WYXBZ,청정 켜봐 기본 테마로 대기화면 설정해주세요,<function_PG>();<function_HG>(theme=0)<end>
2WZQRD,주말에 뭘 하면 좋을지 추천해줘,<function_MR>()<end>
2XAKDB,주말에 영화관에 가고 싶은데 요즘 재밌는 영화 뭐가 있을까,<function_MR>()<end>
2XAQDL,고정 공청 기능 켜줘 이어서 매너모드로 설정해주세요,<function_PG>();<function_ZX>(enable=True)<end>
2XAVXL,청정 켜봐 그리고 공간별 누적 대기질 정보 연동 작동 중인가요,<function_PG>();<function_BP>(get=True)<end>
2XBXPF,오늘은 하루 종일 바쁘게 보냈는데도 아직 해야 할 일이 남아있어,<function_MR>()<end>
2XCGOJ,오늘은 친구들과 함께 시간을 보내려고 해,<function_MR>()<end>
2XDPDK,소리 꺼줘,<function_MV>(mute=True)<end>
2XDSLW,오늘 진짜 바빴어,<function_MR>()<end>
2XGVFJ,토요일 날씨 보여줘,"<function_MO>(timeframe=8, location=""0"")<end>"
2XLOMA,센서 민감도 낮음 단계에요,<function_QD>(get=True)<end>
2XOVVC,새로운 노래가 나왔는데 한번 들어봐야겠어,<function_MR>()<end>
2XPJFJ,처음 위치로 돌아가주면 좋겠어 다음으로 풍속 설정된 값 확인해줄래,<function_KI>();<function_NK>(get=True)<end>
2XPLER,커피 한 잔 할까 그 후에 소리 꺼줘,<function_MR>();<function_ZV>(volume=0)<end>
2XSYQE,매너모드 설정해줘,<function_ZX>(enable=True)<end>
2XUKOB,책을 읽다가 잠이 들었네 다시 시작해야겠어,<function_MR>()<end>
2XXMAC,고정 청정 온 이어서 청정 결과 미세먼지 농도 알려줘,<function_PG>();<function_CE>()<end>
2XZVSX,워크존 청정해보세요,"<function_FF>(position=""워크존"")<end>"
2YCNAS,저는 사진 찍는 걸 정말 좋아해요,<function_MR>()<end>
2YEQXK,내일 아침엔 일찍 일어나서 할 일을 빨리 끝내고 싶어,<function_MR>()<end>
2YESPG,스캐닝 청정 켜져있어,<function_IH>(get=True)<end>
2YGRTA,엘이디 화면밝기를 이단계로 해줘,<function_WN>(brightness=2)<end>
2YHQSN,금요일 횡성 날씨 알려줄래,"<function_MO>(timeframe=7, location=""횡성"")<end>"
2YOOFF,기본 설정으로 밝기 돌아가,<function_WN>(brightness=-1)<end>
2YPGKR,내일은 아침 일찍 일어나서 하루를 길게 써야겠어,<function_MR>()<end>
2YSWKS,목소리 성별을 변경하고 싶어요.,<function_GQ>(gender=-1)<end>
2YTQDT,제가 원하는 성별의 목소리로 바꿔주세요.,<function_GQ>(gender=-1)<end>
2ZCLWD,민국이방 청정해주세요,"<function_FF>(position=""민국이방"")<end>"
2ZDMVI,스테이션 위치로 복귀하세요 그리고 화요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=4, location=""0"")<end>"
2ZFDMU,일요일 동두천 날씨 좀 알려주세요,"<function_MO>(timeframe=9, location=""동두천"")<end>"
2ZGHDX,멈춘 주행 빨리 다시 켜봐.,<function_YA>(move=2)<end>
2ZGHTQ,여행 가서 먹을 맛집 리스트 만들어놨어,<function_MR>()<end>
2ZGUER,다음 주에 친구들이랑 여행 가기로 했는데 기대 돼 그리고 화요일 날씨 정보 표시해줄래,"<function_MR>();<function_MO>(timeframe=4, location=""0"")<end>"
2ZLFKL,충전하러 복귀 그리고 고정 공기 청정 가동 시작해줘,<function_KI>();<function_PG>()<end>
2ZMWRZ,내일은 조금 더 부지런하게 보내야겠어 할 일이 많아,<function_MR>()<end>
2ZOAEC,충전하러 복귀 그리고 내일 날씨 전망을 표시해줄 수 있어,"<function_KI>();<function_MO>(timeframe=1, location=""0"")<end>"
2ZOKOZ,목소리 설정이 어떻게 되어있나요 다음으로 내일은 운동을 꼭 해야겠어 요즘 너무 게을러졌어,<function_GQ>(get=True);<function_MR>()<end>
2ZPKFZ,고정 공기 청정 실행해줘 테마를 상세 공기질로 변경해주실래요,<function_PG>();<function_HG>(theme=2)<end>
2ZUHCR,새로 산 책이 너무 재밌어서 시간 가는 줄 모르고 읽고 있어,<function_MR>()<end>
2ZUYJK,이번 주말에는 오랜만에 친구들이랑 만나서 저녁 먹기로 했어,<function_MR>()<end>
2ZVWZV,와이파이 연결했는지 확인해줘.,<function_SV>(type=4)<end>
2ZXTHM,이번 주에는 운동을 좀 더 자주 해야겠어,<function_MR>()<end>
3ADBLB,주말에 가족들이랑 모임이 있는데 무슨 얘기를 할지 고민이야 이어서 일요일 프라하 공기질 때문에 마스크 써야 할까,"<function_MR>();<function_IO>(timeframe=9, location=프라하)<end>"
3AEJUI,동물원방 공기청정 작동해주세요,"<function_FF>(position=""동물원방"")<end>"
3AEKZF,이 책 읽어볼까,<function_MR>()<end>
3AGSFW,목소리 낮춰주세요,<function_ZV>(volume=-1)<end>
3AJSPY,내 기기에 대한 정보를 알고 싶어,<function_SB>(type=5)<end>
3AZZOB,고정 공기 청정 가동 시작해줘 이어서 월요일 날씨 정보 표시해줄래,"<function_PG>();<function_MO>(timeframe=3, location=""0"")<end>"
3BHHHD,기본으로 설정해줄래,<function_HG>(theme=0)<end>
3BHOYC,대저우의 토요일 날씨 정보 표시해줄래,"<function_MO>(timeframe=8, location=""대저우"")<end>"
3BHXFY,충전하러 복귀 또 토요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=8, location=""0"")<end>"
3BLOXF,온도를 화씨로 변경할 수 있어 그러고 나서 저녁으로 뭐 먹을까 치킨 아니면 피자,<function_EW>(type=1);<function_MR>()<end>
3BLQWI,인터넷 연결 여부를 알려주세요.,<function_SV>(type=4)<end>
3BNYAL,오늘 저녁 메뉴는 뭘로 할까 고민 중이야,<function_MR>()<end>
3BSFSF,실시간 공기질 모니터링 상황을 보고 싶어,"<function_IO>(timeframe=0, location=""0"")<end>"
3BTZFQ,루프탑바에서 청정 작동해주세요,"<function_FF>(position=""루프탑바"")<end>"
3BULZE,나이트 모드 활성화되어있니?,<function_SV>(type=3)<end>
3CAHPK,고정 공기 청정 실행해줘 그리고 지금 엘이디 아이의 밝기가 어떻게 돼,<function_PG>();<function_WN>(get=True)<end>
3CBUFK,주말에 집에서 요리해볼까,<function_MR>()<end>
3CEHIR,처음 위치로 돌아가주면 좋겠어 마닐라의 목요일 날씨 정보 표시해줄래,"<function_KI>();<function_MO>(timeframe=6, location=마닐라)<end>"
3CELFO,이번 주말에는 캠핑을 가볼까 생각 중이야,<function_MR>()<end>
3CGBYT,온도 단위를 화씨로 바꿔줘요,<function_EW>(type=1)<end>
3CHOTR,강풍,<function_NK>(speed=3)<end>
3CQCCI,테니스 치러 가볼까,<function_MR>()<end>
3CRJII,소리 볼륨을 일로 맞춰줘 그 다음에 이번 주에 할 일 많아,<function_ZV>(volume=1);<function_MR>()<end>
3CSRHY,풍량 터보로 바꿔줘,<function_NK>(speed=4)<end>
3CXMTV,영화 다 보고 나서 카페 갈까 그 다음에 음소거가 꺼져있나요,<function_MR>();<function_MV>(get=True)<end>
3CZGUA,창녕 목요일 날씨 어때요,"<function_MO>(timeframe=6, location=""창녕"")<end>"
3CZJDH,공기청정기 사용할 때 주의할 점 간단히 알려줘,<function_DW>(type=4)<end>
3DASZB,내일은 조금 일찍 일어나서 할 일 좀 미리 해둬야겠어,<function_MR>()<end>
3DBVRO,토요일 날씨,"<function_MO>(timeframe=8, location=""0"")<end>"
3DLLIB,나이트 모드 켜져있는지 확인해줘.,<function_SV>(type=3)<end>
3DLRHK,고정 공기 청정 실행해줘 그 다음에 주말 베이징 미세먼지 어때,"<function_PG>();<function_IO>(timeframe=2, location=베이징)<end>"
3DNPHV,요즘에는 뉴스 볼 때마다 걱정되는 일이 많아,<function_MR>()<end>
3DORFM,국내 여행도 좋은 데가 많아,<function_MR>()<end>
3DQRGL,풍량 설정 상태를 알고 싶어요 그러고 나서 넌 아침형 인간이야,<function_NK>(get=True);<function_MR>()<end>
3DSXAE,내일은 아침 일찍 일어나서 운동을 할 계획이야,<function_MR>()<end>
3DWZDI,매너모드 비활성화해줘,<function_ZX>(enable=False)<end>
3DZMHA,다른 나라 말로 바꿔줘,<function_HS>(type=-1)<end> 
3EEQEC,토요일 파주 날씨 알려줘,"<function_MO>(timeframe=8, location=""파주"")<end>"
3EHUOH,오랜만에 영화를 보려고 하는데 어떤 영화를 볼지 고민이네,<function_MR>()<end>
3EIOXW,오늘 저녁에는 친구들이랑 만나서 시간을 보낼 예정이야,<function_MR>()<end>
3EMKLA,노원구의 수요일 날씨 정보 표시해줄래 다음으로 집에 있는 시간이 많아지니까 집안일을 자꾸 미루게 돼,"<function_MO>(timeframe=5, location=노원구);<function_MR>()<end>"
3EPBEY,이제 그만 복귀해 그 후에 엘씨디 디스플레이 밝기 삼으로 바꿔,<function_KI>();<function_WN>(brightness=3)<end>
3EPLZX,고정 공청 기능 켜줘 그리고 내일 날씨 몇 도야,"<function_PG>();<function_MO>(timeframe=1, location=""0"")<end>"
3EPOQJ,청정 결과 확인할래,<function_CE>()<end>
3EQJNK,가장 좋아하는 계절이 뭐야,<function_MR>()<end>
3ETKWI,운동을 하고 나니까 몸이 가벼워진 느낌이 들어,<function_MR>()<end>
3EWKUG,내가 있는 방 공기를 정화해줄 수 있어?,<function_FF>(position=-1)<end>
3EWMQS,새로운 취미나 기술을 배우는 게 중요해 그러고 나서 화요일 공기질 상태 알려줘,"<function_MR>();<function_IO>(timeframe=4, location=""0"")<end>"
3FAAPG,집에 있는 간식이 다 떨어져서 마트에 가야겠어 다음으로 내일 파리 날씨 알려줘,"<function_MR>();<function_MO>(timeframe=1, location=파리)<end>"
3FBGZZ,기기 언어 설정 영어로 해줘,<function_HS>(type=2)<end>
3FBXAM,고정 공기 청정 실행해줘 그리고 팬 풍량 뭐야,<function_PG>();<function_NK>(get=True)<end>
3FHIMS,살라망카 수요일 날씨 알려줘,"<function_MO>(timeframe=5, location=""살라망카"")<end>"
3FRQDD,팬 풍량 상태 알려줘,<function_NK>(get=True)<end>
3FSGIP,나 따라올래,<function_CK>()<end>
3FXCKS,소리 크기를 좀 줄여줘,<function_ZV>(volume=-1)<end>
3FXEZZ,수요일 리옹 날씨 알려주세요,"<function_MO>(timeframe=5, location=""리옹"")<end>"
3FYWBC,음성 인지 시스템 종료해 그러고 나서 책을 다 읽었는데 이제 무슨 책을 읽어야 할지 고민이네,<function_QT>(enable=False);<function_MR>()<end>
3GBBQN,이 영화 명장면이지,<function_MR>()<end>
3GGQIU,충전하러 복귀 그러고 나서 소리 볼륨을 사로 맞춰줘,<function_KI>();<function_ZV>(volume=4)<end>
3GIYAW,센서 민감도가 뭔지 알려줘요,<function_JS>(type=9)<end>
3GLTAT,온도 단위 설정을 바꿔줘,<function_EW>(get=True)<end>
3GOEZV,이번 주말에 같이 요리할래,<function_MR>()<end>
3GRKFZ,청정 켜봐 이어서 티티에스 볼륨을 사십프로로 바꿔줘,<function_PG>();<function_ZV>(volume=2)<end>
3GTDWO,새로 산 이어폰이 너무 좋아서 음악 듣는 게 더 즐거워졌어,<function_MR>()<end>
3GTVXM,주말 라사 날씨 몇 도야,"<function_MO>(timeframe=2, location=""라사"")<end>"
3GUWXB,얼마나 전기를 많이 먹어,<function_HI>(type=1)<end>
3GXVWV,주말에는 집안 청소를 해야 할 것 같은데 어디서부터 시작할지 고민이야,<function_MR>()<end>
3GYMVO,현재 AI 모드가 활성화되어 있는지 확인해 주세요.,<function_BP>(get=True)<end>
3GZCHO,요즘 스트레스를 많이 받아서 운동을 시작해볼까 생각 중이야 그러고 나서 에이아이 모드에서 실외 대기질 정보 연동 꺼주세요,"<function_MR>();<function_BP>(enable=1, type=0)<end>"
3GZUME,중풍,<function_NK>(speed=2)<end>
3HAHDQ,조깅하러 나갈까,<function_MR>()<end>
3HDKTB,방 청소를 하려고 했는데 시작도 안 했어,<function_MR>()<end>
3HFLEJ,청정 켜봐 그리고 버튼음을 최소 단계로 해줘,<function_PG>();<function_ZV>(volume=0)<end>
3HQDBN,목요일 마드리드 날씨 알려주세요,"<function_MO>(timeframe=6, location=""마드리드"")<end>"
3HRAPF,충전하러 복귀 그 후에 오늘 공기 모니터링 화면 띄워줘,"<function_KI>();<function_IO>(timeframe=0, location=""0"")<end>"
3HZLIO,이거 어떻게 사용하는 거지,<function_MR>()<end>
3IAWMV,내일 리우데자네이루 날씨에 눈 오니,"<function_MO>(timeframe=1, location=""리우데자네이루"")<end>"
3IAXBW,이제 그만 복귀해 또 모임실으로 가서 청정해 줘,<function_KI>();<function_FF>(position=모임실)<end>
3IFTYM,웨딩홀에서 청정 모드 실행해봐,"<function_FF>(position=""웨딩홀"")<end>"
3IHJRD,고스트 모드 종료해주세요 그리고 주말에 뭐 할지 아직 정하지 못했어 그냥 집에 있을까 생각 중이야,<function_BS>(enable=False);<function_MR>()<end>
3IJASD,이제 그만 복귀해 또 전체 이동 공기청정 할래,<function_KI>();<function_EF>(action=1)<end>
3IKGDY,실외 대기질 정보 연동이 꺼져 있는 상태인지 확인해주실래요 이어서 이번 주말에는 뭘 할까 미리 계획을 세워야겠어,<function_BP>(get=True);<function_MR>()<end>
3INQZG,목요일 인제 날씨 어때,"<function_MO>(timeframe=6, location=""인제"")<end>"
3IWDBZ,고정 청정 온 그 다음에 판교 공기질 상태를 보여줘,"<function_PG>();<function_IO>(timeframe=0, location=판교)<end>"
3IXDIG,고정 공기 청정 가동 시작해줘 그리고 언어를 미국말로 바꿔줘,<function_PG>();<function_HS>(type=2)<end>
3IXHOF,필터 상태를 스크린에 보여주세요.,<function_UJ>()<end>
3IYQHS,청정 켜봐 그 후에 금요일 나폴리 공기질 걱정해야 할까,"<function_PG>();<function_IO>(timeframe=7, location=나폴리)<end>"
3JBHPX,충전하러 복귀 다음으로 수요일 여기에 공기가 나쁠까,"<function_KI>();<function_IO>(timeframe=5, location=""0"")<end>"
3JDAEF,내일 아침에는 일찍 일어나서 운동을 할 계획이야,<function_MR>()<end>
3JEXVK,이제 그만 복귀해 그러고 나서 금요일 미세먼지 농도 어때,"<function_KI>();<function_IO>(timeframe=7, location=""0"")<end>"
3JFKMH,처음 위치로 돌아가주면 좋겠어 그 후에 유비 에리디 상태가 어떤가요,<function_KI>();<function_NN>(get=True)<end>
3JIDMA,충전하러 복귀 그리고 월요일 케이프타운 미세먼지 어때,"<function_KI>();<function_IO>(timeframe=3, location=케이프타운)<end>"
3JORPX,고정 공청 기능 켜줘 그리고 화요일 여기에 공기가 나쁠까,"<function_PG>();<function_IO>(timeframe=4, location=""0"")<end>"
3JSHXX,고모부방에서 공기청정 즉시 동작해봐,"<function_FF>(position=""고모부방"")<end>"
3JUUKK,내일 전주 공기질 알려줘,"<function_IO>(timeframe=1, location=""전주"")<end>"
3JYNMA,새로운 취미를 찾고 싶어 뭐가 좋을까,<function_MR>()<end>
3JZQPN,내일은 친구랑 점심을 먹으면서 시간을 보낼 예정이야,<function_MR>()<end>
3JZTRG,다음 주에는 조금 더 부지런하게 지내야겠다고 결심했어 이어서 금요일 해남 날씨 어때,"<function_MR>();<function_MO>(timeframe=7, location=해남)<end>"
3KCXSH,센서 민감도 설정은 어떻게 해요,<function_JS>(type=9)<end>
3KEOGJ,이번 달은 너무 정신없이 바빴어서 여유 시간이 거의 없었어,<function_MR>()<end>
3KJYZN,충전하러 복귀 이어서 배터리 상태 알려줘,<function_KI>();<function_JJ>()<end>
3KLCUY,아침에 일어나서 바로 운동하는 게 참 어렵네 다음으로 내일 서울 날씨 어때,"<function_MR>();<function_MO>(timeframe=1, location=서울)<end>"
3KOITL,청정 켜봐 또 토요일 날씨 몇 도야,"<function_PG>();<function_MO>(timeframe=8, location=""0"")<end>"
3KQGYW,처음 위치로 돌아가주면 좋겠어 그러고 나서 유아부실에서 청정해 줘,<function_KI>();<function_FF>(position=유아부실)<end>
3KUSZH,음성 인식이 작동되어있나요 또 이번 달은 너무 바빠서 친구들 만날 시간이 없었어,<function_QT>(get=True);<function_MR>()<end>
3KVRXR,법률상담실에서 청정 가동해주실래요,"<function_FF>(position=""법률상담실"")<end>"
3KXJKO,내일 리마 미세먼지 때문에 마스크 필요할까,"<function_IO>(timeframe=1, location=""리마"")<end>"
3KXLPW,나 쪽으로 돌려줄 수 있어?,<function_FR>()<end>
3KYFCM,새로운 노트북을 살까 말까 고민 중이야,<function_MR>()<end>
3LBEEM,고정 공기 청정 실행해줘 그리고 내일 도쿄의 공기질 예보를 보여줘,"<function_PG>();<function_IO>(timeframe=1, location=도쿄)<end>"
3LCODL,충전하러 복귀 그 다음에 공기질 상태 표시 켜줘,<function_KI>();<function_SC>(enable=True)<end>
3LLJUP,나이트 모드는 뭐야,<function_JS>(type=3)<end>
3LXIDD,토요일 담양 날씨 어때,"<function_MO>(timeframe=8, location=""담양"")<end>"
3LYMKH,책상 정리해야겠어 그리고 바람 강도 약풍으로 맞춰줘,<function_MR>();<function_NK>(speed=1)<end>
3LZVMH,강릉의 금요일 날씨 정보 표시해줄래 이어서 새로 나온 드라마가 인기가 많아서 한번 봐야겠어,"<function_MO>(timeframe=7, location=강릉);<function_MR>()<end>"
